query_id,class,x_hex,y_hex,site_a,site_b,expected_kind,expected_status,expected_region_id
1603,random,0x1.69c57a6a00000p+0,0x1.1050aa8400000p+0,,,,,
1604,random,0x1.55881ad180000p+2,0x1.da449cda00000p+1,,,,,
1605,random,0x1.cec7269c00000p-1,0x1.6e8c289300000p+2,,,,,
1606,random,0x1.b46d36d900000p+1,0x1.0636294900000p+2,,,,,
1607,random,0x1.21f0d79600000p+0,0x1.ccef575500000p+2,,,,,
1608,random,0x1.8a7cf11380000p+2,0x1.16c5bff800000p-1,,,,,
1609,random,0x1.2b49a51680000p+2,0x1.e6b1adde00000p+1,,,,,
1610,random,0x1.871707da00000p+0,0x1.817956bb00000p+2,,,,,
1611,random,0x1.b56935d580000p+2,0x1.9703eb0500000p+2,,,,,
1612,random,0x1.285fab0440000p+3,0x1.bfbec85500000p+2,,,,,
1613,random,0x1.6403cb5cc0000p+3,0x1.aceb1ed300000p+2,,,,,
1614,random,0x1.b552217500000p+1,0x1.8d8c540100000p+2,,,,,
1615,random,0x1.68f9e1f540000p+3,0x1.c936197e00000p+1,,,,,
1616,random,0x1.508de19a80000p+2,0x1.c147330600000p+1,,,,,
1617,random,0x1.59378cda40000p+3,0x1.1dca0f2700000p+2,,,,,
1618,random,0x1.388e791f00000p+1,0x1.87a73f7400000p+0,,,,,
1619,random,0x1.31c62f23c0000p+3,0x1.772e635100000p+2,,,,,
1620,random,0x1.c77ac17900000p+1,0x1.1768318600000p+1,,,,,
1621,random,0x1.3eff4d34c0000p+3,0x1.f35db88200000p+1,,,,,
1622,random,0x1.382b746f00000p+1,0x1.411acfe500000p+2,,,,,
1623,random,0x1.5448d08b00000p+1,0x1.2c0da6d700000p+2,,,,,
1624,random,0x1.c74cd05a80000p+2,0x1.67c8a79d00000p+2,,,,,
1625,random,0x1.c0ad6c7800000p-2,0x1.95106d2d00000p+2,,,,,
1626,random,0x1.d5ba0c4b80000p+2,0x1.798e186500000p+2,,,,,
1627,random,0x1.2b5ac14440000p+3,0x1.c8ca089600000p+1,,,,,
1628,random,0x1.572bf0f400000p-1,0x1.103a329700000p+2,,,,,
1629,random,0x1.429b692f40000p+3,0x1.01c828ca00000p+1,,,,,
1630,random,0x1.1c7863b680000p+2,0x1.1d014d2f00000p+2,,,,,
1631,random,0x1.a5a5360200000p+0,0x1.e277329e00000p+1,,,,,
1632,random,0x1.0e2430d080000p+2,0x1.2f9d127900000p+2,,,,,
1633,random,0x1.050a9b09c0000p+3,0x1.b62757c300000p+2,,,,,
1634,random,0x1.7d4bea6f00000p+1,0x1.096368fe00000p+1,,,,,
1635,random,0x1.1c6fd56700000p+1,0x1.f84fce8f00000p+2,,,,,
1636,random,0x1.675fa29080000p+2,0x1.43289ea000000p-3,,,,,
1637,random,0x1.e1b9bfa600000p+0,0x1.d65ea4ca00000p+1,,,,,
1638,random,0x1.4069d576c0000p+3,0x1.776e22d800000p-1,,,,,
1639,random,0x1.e22432ba80000p+2,0x1.7a6070bc00000p+0,,,,,
1640,random,0x1.4ff9d5f400000p-1,0x1.a511072500000p+2,,,,,
1641,random,0x1.50cd2006c0000p+3,0x1.717e3aef00000p+2,,,,,
1642,random,0x1.79b612f140000p+3,0x1.25f018ec00000p+0,,,,,
1643,random,0x1.4e55f4a5c0000p+3,0x1.1e6361e800000p-1,,,,,
1644,random,0x1.45f9725540000p+3,0x1.f6881b4c00000p+0,,,,,
1645,random,0x1.b413569e00000p+0,0x1.82348a3100000p+2,,,,,
1646,random,0x1.8b92df8c80000p+2,0x1.859ff53800000p-1,,,,,
1647,random,0x1.0c5c686040000p+3,0x1.3e35257c00000p+0,,,,,
1648,random,0x1.707a099680000p+2,0x1.4c290fc900000p+2,,,,,
1649,random,0x1.b6074c9580000p+2,0x1.ef2783ec00000p+0,,,,,
1650,random,0x1.d366d01500000p+1,0x1.f88a54a600000p+1,,,,,
1651,random,0x1.1ed2371180000p+2,0x1.4024066300000p+2,,,,,
1652,random,0x1.78b55d0b80000p+2,0x1.9d14e85d00000p+2,,,,,
1653,random,0x1.4573b2be80000p+2,0x1.92b7fe7500000p+2,,,,,
1654,random,0x1.4a2ead1bc0000p+3,0x1.8386f47600000p+1,,,,,
1655,random,0x1.38895b0840000p+3,0x1.f9cf04c400000p+0,,,,,
1656,random,0x1.53fb9130c0000p+3,0x1.b527a1d600000p+1,,,,,
1657,random,0x1.214c982d80000p+2,0x1.43b3c80700000p+2,,,,,
1658,random,0x1.5a3867d280000p+2,0x1.0c1e5f9500000p+2,,,,,
1659,random,0x1.b489d5d500000p+1,0x1.60cb081700000p+2,,,,,
1660,random,0x1.096237d340000p+3,0x1.ef1718c700000p+2,,,,,
1661,random,0x1.0aeaff0940000p+3,0x1.fc11c47900000p+2,,,,,
1662,random,0x1.5f02285dc0000p+3,0x1.48afd02e00000p+1,,,,,
1663,random,0x1.cfd3532000000p-4,0x1.5cd1185400000p+0,,,,,
1664,random,0x1.31dd16eec0000p+3,0x1.0157695a00000p+1,,,,,
1665,random,0x1.1898920c40000p+3,0x1.1709a4c200000p+1,,,,,
1666,random,0x1.18727cc280000p+2,0x1.5ba77a0300000p+2,,,,,
1667,random,0x1.1f5018a7c0000p+3,0x1.c42abef800000p-1,,,,,
1668,random,0x1.6ffc73cb80000p+2,0x1.dad0210800000p-1,,,,,
1669,random,0x1.75a3f9bb00000p+1,0x1.f0a4624200000p+1,,,,,
1670,random,0x1.8447b64900000p+1,0x1.7cfa7ef100000p+2,,,,,
1671,random,0x1.600ffc2900000p+1,0x1.f77dee7b00000p+2,,,,,
1672,random,0x1.4edc7b7b40000p+3,0x1.3824122800000p-1,,,,,
1673,random,0x1.24f0729b00000p+1,0x1.eb8912d900000p+2,,,,,
1674,random,0x1.63d5624c80000p+2,0x1.de2bfac500000p+2,,,,,
1675,random,0x1.0cd3091900000p+1,0x1.859d5e0e00000p+1,,,,,
1676,random,0x1.2402f39240000p+3,0x1.5314b86d00000p+2,,,,,
1677,random,0x1.0a9ea78940000p+3,0x1.f2b26d2700000p+2,,,,,
1678,random,0x1.4ac79cf5c0000p+3,0x1.493541ee00000p+1,,,,,
1679,random,0x1.3873361dc0000p+3,0x1.34984b0800000p-1,,,,,
1680,random,0x1.73c4b529c0000p+3,0x1.8d6954e200000p+1,,,,,
1681,random,0x1.2ec9bd5140000p+3,0x1.52fc455300000p+2,,,,,
1682,random,0x1.259873f340000p+3,0x1.9023a97200000p+1,,,,,
1683,random,0x1.076af54300000p+1,0x1.a9d82c9b00000p+2,,,,,
1684,random,0x1.5dd8adfe40000p+3,0x1.45bd0a3200000p+1,,,,,
1685,random,0x1.1c3797f740000p+3,0x1.48d0a79100000p+2,,,,,
1686,random,0x1.104b07d980000p+2,0x1.2f4e570f00000p+2,,,,,
1687,random,0x1.0905804e40000p+3,0x1.ee3ec10000000p-6,,,,,
1688,random,0x1.4a438f45c0000p+3,0x1.35ac958100000p+2,,,,,
1689,random,0x1.214de10e40000p+3,0x1.ca80630b00000p+2,,,,,
1690,random,0x1.2277d47140000p+3,0x1.a875a45300000p+2,,,,,
1691,random,0x1.00da4ed740000p+3,0x1.7ca43dc900000p+2,,,,,
1692,random,0x1.359127fbc0000p+3,0x1.a700cba700000p+2,,,,,
1693,random,0x1.f6be9cce80000p+2,0x1.6d3fe7d800000p-1,,,,,
1694,random,0x1.7fe8fa8480000p+2,0x1.f050178400000p+0,,,,,
1695,random,0x1.0c513ae740000p+3,0x1.4a7b16ec00000p+0,,,,,
1696,random,0x1.2c724c4b80000p+2,0x1.abb7e46800000p-1,,,,,
1697,random,0x1.7194e39d80000p+2,0x1.593a9f1e00000p+1,,,,,
1698,random,0x1.5f0af28b80000p+2,0x1.97ebc93b00000p+2,,,,,
1699,random,0x1.b5c8153800000p-2,0x1.c2324cc400000p+0,,,,,
1700,random,0x1.4fa82a4300000p+1,0x1.9cdac05800000p-1,,,,,
1701,random,0x1.549036bf00000p+1,0x1.b6b1cf0b00000p+2,,,,,
1702,random,0x1.2269685540000p+3,0x1.b62a96d300000p+2,,,,,
1703,random,0x1.8e317e5400000p-1,0x1.66a6271700000p+2,,,,,
1704,random,0x1.066f976d00000p+1,0x1.a5faa3ae00000p+1,,,,,
1705,random,0x1.607e0faa00000p+0,0x1.f219a80100000p+2,,,,,
1706,random,0x1.46d1af7e40000p+3,0x1.0681d54200000p+1,,,,,
1707,random,0x1.db8c40e900000p+1,0x1.3012b80000000p-9,,,,,
1708,random,0x1.54007d5400000p-1,0x1.65dbccbe00000p+1,,,,,
1709,random,0x1.23c5203e00000p+0,0x1.ab63f0be00000p+1,,,,,
1710,random,0x1.dbb68fc580000p+2,0x1.b9e092b200000p+1,,,,,
1711,random,0x1.4383b96b40000p+3,0x1.449afa4b00000p+2,,,,,
1712,random,0x1.ad5997bd00000p+1,0x1.fa68520100000p+2,,,,,
1713,random,0x1.2458c74f80000p+2,0x1.e3b9904b00000p+2,,,,,
1714,random,0x1.66632bbc80000p+2,0x1.e3b16fbe00000p+1,,,,,
1715,random,0x1.21496aa380000p+2,0x1.af15e80500000p+2,,,,,
1716,random,0x1.32ac001880000p+2,0x1.9ecad3dd00000p+2,,,,,
1717,random,0x1.7a058f3080000p+2,0x1.fb77b13500000p+2,,,,,
1718,random,0x1.50abec7840000p+3,0x1.fe048fce00000p+1,,,,,
1719,random,0x1.33938b6c40000p+3,0x1.819ef1e800000p-1,,,,,
1720,random,0x1.bdd0618b80000p+2,0x1.39481b6200000p+1,,,,,
1721,random,0x1.cca1ba6300000p+1,0x1.75cc3db900000p+2,,,,,
1722,random,0x1.2d303ee880000p+2,0x1.7a4161b000000p-2,,,,,
1723,random,0x1.bbb0e8df00000p+1,0x1.9b81b00b00000p+2,,,,,
1724,random,0x1.ea52260b00000p+1,0x1.d9d2229600000p+1,,,,,
1725,random,0x1.042b65a180000p+2,0x1.eb627c4a00000p+1,,,,,
1726,random,0x1.53b4fdf5c0000p+3,0x1.87a9396100000p+2,,,,,
1727,random,0x1.05c51186c0000p+3,0x1.97b2fccd00000p+2,,,,,
1728,random,0x1.fbf72d1d00000p+1,0x1.7356ffe700000p+2,,,,,
1729,random,0x1.87b917e980000p+2,0x1.21fefd8700000p+2,,,,,
1730,random,0x1.1a85a1d680000p+2,0x1.f4b97c1a00000p+1,,,,,
1731,random,0x1.37d9e2f2c0000p+3,0x1.c652c19d00000p+2,,,,,
1732,random,0x1.cb3ac31d00000p+1,0x1.467ca37a00000p+1,,,,,
1733,random,0x1.0624a33c40000p+3,0x1.a9c2098400000p+0,,,,,
1734,random,0x1.14724ae080000p+2,0x1.6c5571ee00000p+1,,,,,
1735,random,0x1.e77fbc5600000p+0,0x1.affa691f00000p+2,,,,,
1736,random,0x1.33a5413240000p+3,0x1.55bda18700000p+2,,,,,
1737,random,0x1.0fe981c0c0000p+3,0x1.715232fe00000p+1,,,,,
1738,random,0x1.57a213fa00000p+0,0x1.10e4f44400000p+0,,,,,
1739,random,0x1.a144801d00000p+1,0x1.1aecd97600000p+1,,,,,
1740,random,0x1.200f53a0c0000p+3,0x1.b5bdb1ea00000p+1,,,,,
1741,random,0x1.24fe615a80000p+2,0x1.0f91188200000p+1,,,,,
1742,random,0x1.557e78f100000p+1,0x1.64ce6a7600000p+1,,,,,
1743,random,0x1.ad60a34580000p+2,0x1.8f180ee500000p+2,,,,,
1744,random,0x1.2e202a0800000p-2,0x1.1c099dc600000p+1,,,,,
1745,random,0x1.54c61358c0000p+3,0x1.ec4dd37500000p+2,,,,,
1746,random,0x1.1df7f2d5c0000p+3,0x1.07a2ad0c00000p+0,,,,,
1747,random,0x1.1a08438e80000p+2,0x1.8ce90dd300000p+2,,,,,
1748,random,0x1.77d1589cc0000p+3,0x1.d2f9083d00000p+2,,,,,
1749,random,0x1.26526b0b40000p+3,0x1.9b5e72de00000p+1,,,,,
1750,random,0x1.a381edd600000p+0,0x1.bfa0be0400000p+0,,,,,
1751,random,0x1.8843f6c480000p+2,0x1.9f01746200000p+1,,,,,
1752,random,0x1.cfee639100000p+1,0x1.02ab48b800000p-1,,,,,
1753,random,0x1.419ce96400000p-1,0x1.f29ca18800000p-1,,,,,
1754,random,0x1.0fe78b91c0000p+3,0x1.4554e49c00000p+0,,,,,
1755,random,0x1.329ee91c40000p+3,0x1.99136ca400000p+0,,,,,
1756,random,0x1.59cfd7f880000p+2,0x1.0e6684cd00000p+2,,,,,
1757,random,0x1.860d64d180000p+2,0x1.63c8c88200000p+1,,,,,
1758,random,0x1.01b33e1c80000p+2,0x1.044c4faf00000p+2,,,,,
1759,random,0x1.2168aabc80000p+2,0x1.4987d73e00000p+1,,,,,
1760,random,0x1.d191bdb900000p+1,0x1.4146d12000000p-3,,,,,
1761,random,0x1.1df034e0c0000p+3,0x1.200b8abe00000p+1,,,,,
1762,random,0x1.3295c51dc0000p+3,0x1.560834b600000p+1,,,,,
1763,random,0x1.b8a4fb9d80000p+2,0x1.bcb13a2300000p+2,,,,,
1764,random,0x1.89b8245180000p+2,0x1.3e88b8a800000p-1,,,,,
1765,random,0x1.c33b9dcb00000p+1,0x1.7df22cab00000p+2,,,,,
1766,random,0x1.0229324640000p+3,0x1.2df8264000000p-4,,,,,
1767,random,0x1.f43d9b5f80000p+2,0x1.3de5f9e100000p+2,,,,,
1768,random,0x1.05f2146140000p+3,0x1.d4937a2800000p-1,,,,,
1769,random,0x1.a6e9189500000p+1,0x1.96da85fc00000p+0,,,,,
1770,random,0x1.5228790500000p+1,0x1.59b914c300000p+2,,,,,
1771,random,0x1.fe48e66700000p+1,0x1.0225c17a00000p+1,,,,,
1772,random,0x1.256762c940000p+3,0x1.3d0bb15d00000p+2,,,,,
1773,random,0x1.89a21e5e80000p+2,0x1.b849c18200000p+1,,,,,
1774,random,0x1.1003f68800000p-2,0x1.3b2d258500000p+2,,,,,
1775,random,0x1.22dc6d2000000p-4,0x1.c07b1d2700000p+2,,,,,
1776,random,0x1.56b8b546c0000p+3,0x1.4023adde00000p+1,,,,,
1777,random,0x1.64e77d32c0000p+3,0x1.3a22d50900000p+2,,,,,
1778,random,0x1.5f71bdc880000p+2,0x1.66dab8ee00000p+1,,,,,
1779,random,0x1.7c5d8cbc00000p-1,0x1.dceb00eb00000p+2,,,,,
1780,random,0x1.0dbab632c0000p+3,0x1.e8c6977b00000p+2,,,,,
1781,random,0x1.7128900440000p+3,0x1.25a8247f00000p+2,,,,,
1782,random,0x1.359eea7f00000p+1,0x1.12abbbd800000p-1,,,,,
1783,random,0x1.dcea159880000p+2,0x1.2274ed5800000p-1,,,,,
1784,random,0x1.e72dd2ad00000p+1,0x1.e9bd2dac00000p+0,,,,,
1785,random,0x1.b2c508e700000p+1,0x1.8e16e76b00000p+2,,,,,
1786,random,0x1.bc491b0500000p+1,0x1.df7279d600000p+1,,,,,
1787,random,0x1.6f051df340000p+3,0x1.e0b13bcc00000p+0,,,,,
1788,random,0x1.be75b39e00000p+0,0x1.2740502000000p-3,,,,,
1789,random,0x1.1c4a3af640000p+3,0x1.848feec400000p+0,,,,,
1790,random,0x1.4a17bd3b80000p+2,0x1.d7395cb900000p+2,,,,,
1791,random,0x1.10d1c2cf00000p+1,0x1.0f76089200000p+1,,,,,
1792,random,0x1.798f3a3700000p+1,0x1.d316aee500000p+2,,,,,
1793,random,0x1.112cdfbdc0000p+3,0x1.e6d0189800000p-1,,,,,
1794,random,0x1.f76ce7f100000p+1,0x1.5e5a097700000p+2,,,,,
1795,random,0x1.71ee310280000p+2,0x1.8611ce6100000p+2,,,,,
1796,random,0x1.3ca7d89f00000p+1,0x1.2d150b3c00000p+0,,,,,
1797,random,0x1.1321462580000p+2,0x1.a8e04c6d00000p+2,,,,,
1798,random,0x1.4dfcf94440000p+3,0x1.b61d9e8c00000p+0,,,,,
1799,random,0x1.13e4f1b040000p+3,0x1.8acd290e00000p+1,,,,,
1800,random,0x1.72c2a23cc0000p+3,0x1.2f605ad000000p-2,,,,,
1801,random,0x1.73175d6080000p+2,0x1.af71f9c400000p+0,,,,,
1802,random,0x1.02a7582280000p+2,0x1.787f7b7e00000p+1,,,,,
1803,random,0x1.1b1359efc0000p+3,0x1.dd3c0ec300000p+2,,,,,
1804,random,0x1.e9499ffc80000p+2,0x1.c17666cc00000p+0,,,,,
1805,random,0x1.76afa04ac0000p+3,0x1.149ece4e00000p+1,,,,,
1806,random,0x1.2f71d61d40000p+3,0x1.2831040a00000p+1,,,,,
1807,random,0x1.8496644180000p+2,0x1.d64ee30900000p+2,,,,,
1808,random,0x1.2af825b600000p+0,0x1.a33e5d4700000p+2,,,,,
1809,random,0x1.762a0d33c0000p+3,0x1.27c76d3000000p-2,,,,,
1810,random,0x1.653f801780000p+2,0x1.612fb5a000000p-3,,,,,
1811,random,0x1.3b9710e500000p+1,0x1.5c42a85e00000p+1,,,,,
1812,random,0x1.23e84e3980000p+2,0x1.d71eb26f00000p+2,,,,,
1813,random,0x1.21b1d5b780000p+2,0x1.255e553100000p+2,,,,,
1814,random,0x1.31f100bd00000p+1,0x1.e88b4c8800000p-1,,,,,
1815,random,0x1.4bc1a6dc80000p+2,0x1.6952c29200000p+1,,,,,
1816,random,0x1.012f0e9780000p+2,0x1.13a78def00000p+2,,,,,
1817,random,0x1.3c5a4ed040000p+3,0x1.6f668ef800000p-1,,,,,
1818,random,0x1.a19a70d180000p+2,0x1.c5bbfa6300000p+2,,,,,
1819,random,0x1.4ee22d9700000p+1,0x1.33c09fef00000p+2,,,,,
1820,random,0x1.7b92439500000p+1,0x1.40f26ee500000p+2,,,,,
1821,random,0x1.8bd89ca600000p+0,0x1.fe2db4e700000p+2,,,,,
1822,random,0x1.ba92e32380000p+2,0x1.639c955a00000p+1,,,,,
1823,random,0x1.2a9b4c4940000p+3,0x1.03cf692100000p+2,,,,,
1824,random,0x1.020827dc00000p-1,0x1.9b83446300000p+2,,,,,
1825,random,0x1.41157cb180000p+2,0x1.db30d3c700000p+2,,,,,
1826,random,0x1.cfd9d59100000p+1,0x1.3b3cce5300000p+2,,,,,
1827,random,0x1.7908bb8d40000p+3,0x1.5e57a1a000000p-3,,,,,
1828,random,0x1.a563fdfa00000p+0,0x1.3003d60900000p+2,,,,,
1829,random,0x1.2888367800000p-2,0x1.f666b2fc00000p+0,,,,,
1830,random,0x1.4cdc7fc980000p+2,0x1.38bacaa200000p+1,,,,,
1831,random,0x1.82edd14b80000p+2,0x1.f9ced74700000p+2,,,,,
1832,random,0x1.8d4a435000000p-3,0x1.f5b1e7db00000p+2,,,,,
1833,random,0x1.0d29728f00000p+1,0x1.124736ef00000p+2,,,,,
1834,random,0x1.668f597600000p+0,0x1.80b6f9cb00000p+2,,,,,
1835,random,0x1.e278796a80000p+2,0x1.3218939b00000p+2,,,,,
1836,random,0x1.62e93be540000p+3,0x1.870e18db00000p+2,,,,,
1837,random,0x1.0128e433c0000p+3,0x1.b052404f00000p+2,,,,,
1838,random,0x1.5d911309c0000p+3,0x1.8f82d19900000p+2,,,,,
1839,random,0x1.02af0d1b40000p+3,0x1.13a5c72100000p+2,,,,,
1840,random,0x1.a4cc2c8080000p+2,0x1.41cca4bb00000p+2,,,,,
1841,random,0x1.4caa923780000p+2,0x1.38b0451300000p+2,,,,,
1842,random,0x1.61779d3940000p+3,0x1.12042d1b00000p+2,,,,,
1843,random,0x1.750cfbe880000p+2,0x1.ca047a5a00000p+1,,,,,
1844,random,0x1.072aab0580000p+2,0x1.f44b82db00000p+2,,,,,
1845,random,0x1.567e0c1080000p+2,0x1.6eb6810500000p+2,,,,,
1846,random,0x1.44d9767300000p+1,0x1.b9b95a9300000p+2,,,,,
1847,random,0x1.66d90b3c80000p+2,0x1.d08de26600000p+1,,,,,
1848,random,0x1.fba0d82d80000p+2,0x1.069ca01b00000p+2,,,,,
1849,random,0x1.1d1ac08500000p+1,0x1.caa1a68700000p+2,,,,,
1850,random,0x1.0f880958c0000p+3,0x1.adfd6d1200000p+1,,,,,
1851,random,0x1.220d567e40000p+3,0x1.d19edc2c00000p+0,,,,,
1852,random,0x1.4934194400000p-1,0x1.35c870fb00000p+2,,,,,
1853,random,0x1.342e133500000p+1,0x1.135ba60700000p+2,,,,,
1854,random,0x1.4ceb097140000p+3,0x1.b8fc530b00000p+2,,,,,
1855,random,0x1.91266d4f00000p+1,0x1.f7fc08a100000p+2,,,,,
1856,random,0x1.749128c640000p+3,0x1.b7cb4c9300000p+2,,,,,
1857,random,0x1.a49d252200000p+0,0x1.0530354000000p-4,,,,,
1858,random,0x1.995adf6580000p+2,0x1.e5f6e07400000p+0,,,,,
1859,random,0x1.b98cb44300000p+1,0x1.1192e31500000p+2,,,,,
1860,random,0x1.32652aeec0000p+3,0x1.30f8b68700000p+2,,,,,
1861,random,0x1.41c750fc00000p-1,0x1.26ed6b4400000p+0,,,,,
1862,random,0x1.66b5a0b340000p+3,0x1.6e020eca00000p+1,,,,,
1863,random,0x1.94b0a88c00000p-1,0x1.0c3927a800000p-1,,,,,
1864,random,0x1.e3b405d780000p+2,0x1.48afd7b700000p+2,,,,,
1865,random,0x1.04dd42d700000p+1,0x1.2063000a00000p+1,,,,,
1866,random,0x1.c4d0a39800000p-2,0x1.feec5ac300000p+2,,,,,
1867,random,0x1.06c611c6c0000p+3,0x1.61f10d1400000p+0,,,,,
1868,random,0x1.1a752f3dc0000p+3,0x1.ae28082500000p+2,,,,,
1869,random,0x1.d31c75b580000p+2,0x1.efd04cf500000p+2,,,,,
1870,random,0x1.ad70656780000p+2,0x1.2b9f308a00000p+1,,,,,
1871,random,0x1.751d2bb6c0000p+3,0x1.7904e0a000000p-3,,,,,
1872,random,0x1.7ebbe60440000p+3,0x1.e85e443b00000p+2,,,,,
1873,random,0x1.df0d610f80000p+2,0x1.4ce30a3c00000p+0,,,,,
1874,random,0x1.5f94f2c300000p+1,0x1.45cd7d8800000p-1,,,,,
1875,random,0x1.b239d68700000p+1,0x1.a759d33a00000p+1,,,,,
1876,random,0x1.4cda2d7700000p+1,0x1.9098633f00000p+2,,,,,
1877,random,0x1.1a74fa42c0000p+3,0x1.57e7007f00000p+2,,,,,
1878,random,0x1.b1508b0500000p+1,0x1.f3fecfb200000p+1,,,,,
1879,random,0x1.1c6c5d28c0000p+3,0x1.cb1af96900000p+2,,,,,
1880,random,0x1.ba236a6800000p-2,0x1.e267424400000p+0,,,,,
1881,random,0x1.f366ef6300000p+1,0x1.a0cfc27b00000p+2,,,,,
1882,random,0x1.786c32d800000p-2,0x1.b8f3712000000p-3,,,,,
1883,random,0x1.5e064b58c0000p+3,0x1.a3c3aac600000p+1,,,,,
1884,random,0x1.68f7ff6bc0000p+3,0x1.25a5072000000p-3,,,,,
1885,random,0x1.0a28770040000p+3,0x1.144b14a700000p+2,,,,,
1886,random,0x1.26ad6232c0000p+3,0x1.6bd37c9a00000p+1,,,,,
1887,random,0x1.26252b61c0000p+3,0x1.889736f000000p-2,,,,,
1888,random,0x1.62c0b238c0000p+3,0x1.9f35c72600000p+1,,,,,
1889,random,0x1.61e2906180000p+2,0x1.b215378800000p-1,,,,,
1890,random,0x1.69ead325c0000p+3,0x1.cff3f26600000p+1,,,,,
1891,random,0x1.c804947300000p+1,0x1.7655b02600000p+1,,,,,
1892,random,0x1.5ac869b340000p+3,0x1.900fc2bb00000p+2,,,,,
1893,random,0x1.5bd6d9adc0000p+3,0x1.bfa33c0700000p+2,,,,,
1894,random,0x1.7cd82c1b80000p+2,0x1.e0c9085f00000p+2,,,,,
1895,random,0x1.1c89e90540000p+3,0x1.27e034d000000p-2,,,,,
1896,random,0x1.dad7cf4780000p+2,0x1.7fc56bb100000p+2,,,,,
1897,random,0x1.ae1a6d0500000p+1,0x1.5813ef3100000p+2,,,,,
1898,random,0x1.93aa884e80000p+2,0x1.984d620d00000p+2,,,,,
1899,random,0x1.674d3d28c0000p+3,0x1.5520a66d00000p+2,,,,,
1900,random,0x1.53204039c0000p+3,0x1.fefcf8cc00000p+0,,,,,
1901,random,0x1.8fbd570d80000p+2,0x1.d5d44f5600000p+1,,,,,
1902,random,0x1.bc134b1280000p+2,0x1.1f9abdb800000p-1,,,,,
1903,random,0x1.2aa3b950c0000p+3,0x1.4e1f139a00000p+1,,,,,
1904,random,0x1.0af939b740000p+3,0x1.79c6111d00000p+2,,,,,
1905,random,0x1.d9e9ac2f80000p+2,0x1.8bdc4d6c00000p+0,,,,,
1906,random,0x1.8f1c540380000p+2,0x1.ade2706a00000p+1,,,,,
1907,random,0x1.7892400500000p+1,0x1.91b73cda00000p+1,,,,,
1908,random,0x1.5be9dd0f00000p+1,0x1.1925ffc000000p-4,,,,,
1909,random,0x1.678e1b9000000p-3,0x1.e138b61c00000p+0,,,,,
1910,random,0x1.31e58c9880000p+2,0x1.6204e1d500000p+2,,,,,
1911,random,0x1.52cbba6140000p+3,0x1.b92328ed00000p+2,,,,,
1912,random,0x1.1bb9d99500000p+1,0x1.fd000d4d00000p+2,,,,,
1913,random,0x1.d017fe8580000p+2,0x1.f8b795a000000p-3,,,,,
1914,random,0x1.9bf8021a00000p+0,0x1.1c9fbc7700000p+2,,,,,
1915,random,0x1.0c3ddadc40000p+3,0x1.8808182700000p+2,,,,,
1916,random,0x1.ac2e589500000p+1,0x1.36d90ee200000p+1,,,,,
1917,random,0x1.8da787e580000p+2,0x1.4ab0f87e00000p+1,,,,,
1918,random,0x1.f5400d2800000p-2,0x1.7dde6d5000000p-2,,,,,
1919,random,0x1.5a5d569a80000p+2,0x1.64aed19700000p+2,,,,,
1920,random,0x1.bd62fa4100000p+1,0x1.0bccf98a00000p+1,,,,,
1921,random,0x1.e13cdea100000p+1,0x1.9aac1fef00000p+2,,,,,
1922,random,0x1.02e766c900000p+1,0x1.f69a380c00000p+0,,,,,
1923,random,0x1.71439c1ac0000p+3,0x1.dd8691a700000p+2,,,,,
1924,random,0x1.00162e2ac0000p+3,0x1.24c4d9e300000p+2,,,,,
1925,random,0x1.44582114c0000p+3,0x1.68218a8e00000p+1,,,,,
1926,random,0x1.6fcf7f1000000p-3,0x1.29a146cb00000p+2,,,,,
1927,random,0x1.59b53d3280000p+2,0x1.6aace45800000p-1,,,,,
1928,random,0x1.7b379a7680000p+2,0x1.f947a23200000p+1,,,,,
1929,random,0x1.ba86809280000p+2,0x1.26cdfcfb00000p+2,,,,,
1930,random,0x1.6bcb50b840000p+3,0x1.abe17a7c00000p+0,,,,,
1931,random,0x1.0f91cc85c0000p+3,0x1.dc922a7000000p-2,,,,,
1932,random,0x1.07f325c3c0000p+3,0x1.4853077200000p+1,,,,,
1933,random,0x1.e340976d00000p+1,0x1.0c5e46d700000p+2,,,,,
1934,random,0x1.bbecf57680000p+2,0x1.0abeb9ad00000p+2,,,,,
1935,random,0x1.15c93c9200000p+0,0x1.83eb0afe00000p+1,,,,,
1936,random,0x1.3f3a15ef80000p+2,0x1.bf046dea00000p+1,,,,,
1937,random,0x1.58f18f28c0000p+3,0x1.713fe94c00000p+0,,,,,
1938,random,0x1.b14818e600000p+0,0x1.e12a260800000p-1,,,,,
1939,random,0x1.3632487500000p+1,0x1.cb61a9e700000p+2,,,,,
1940,random,0x1.99a9ba8200000p+0,0x1.db2b4e6f00000p+2,,,,,
1941,random,0x1.1d97eee740000p+3,0x1.7def553000000p-2,,,,,
1942,random,0x1.48d4707a00000p+0,0x1.3c9dd92e00000p+1,,,,,
1943,random,0x1.cef373ae80000p+2,0x1.0bc9d64f00000p+2,,,,,
1944,random,0x1.c3276ae380000p+2,0x1.1f3ab02f00000p+2,,,,,
1945,random,0x1.aee69e4f00000p+1,0x1.9e04fd5a00000p+1,,,,,
1946,random,0x1.cbdee5ec00000p-1,0x1.17e7068300000p+2,,,,,
1947,random,0x1.1af2468f40000p+3,0x1.cc2bc76900000p+2,,,,,
