ordinal,region_id,x_hex,y_hex
750,750,0x1.b636ea8b89481p+2,0x1.d9746f72d158ap+2
751,751,0x1.e08feb52f3475p+2,0x1.dc2d7124da17fp+2
752,752,0x1.f572471d32a9bp+2,0x1.df7a206c29280p+2
753,753,0x1.0997ab9bc542cp+3,0x1.e0a09a0e65e37p+2
754,754,0x1.22ae114c7405ap+3,0x1.dc3f2588317d5p+2
755,755,0x1.28fe66f0475b7p+3,0x1.dcfd2f1ad2ce4p+2
756,756,0x1.4362b7fdd9a3dp+3,0x1.dd3c6fe87ee96p+2
757,757,0x1.52f6c7a3276e2p+3,0x1.df5d7dabdbb0ap+2
758,758,0x1.6822e0ccb7062p+3,0x1.de29337eb42c0p+2
759,759,0x1.7391c338565bdp+3,0x1.dcf63fb8e4897p+2
760,760,0x1.dc92276972257p-9,0x1.e74afcff276f7p+2
761,761,0x1.3b79f4a7a83dap-6,0x1.e93533e75471bp+2
762,762,0x1.d51eb37bc2991p-5,0x1.e417c65da23dfp+2
763,763,0x1.355bee35e46afp-4,0x1.e444ee335debdp+2
764,764,0x1.28a3db5460c77p-3,0x1.e67fcb058cd42p+2
765,765,0x1.9e578f22c28adp-3,0x1.e617674236d07p+2
766,766,0x1.652fa09317896p-2,0x1.e67fa6159c72ep+2
767,767,0x1.d9a3688574697p-2,0x1.ea0330ceb23cdp+2
768,768,0x1.16f37478e8324p-1,0x1.e3806c81ef4b1p+2
769,769,0x1.5c898feaeae8cp-1,0x1.e924c9bfdab92p+2
770,770,0x1.99e3d068c2fcfp-1,0x1.e43f31fdcf04cp+2
771,771,0x1.049618d62f11bp+0,0x1.ea8ee7b023cebp+2
772,772,0x1.3de21167dbf07p+0,0x1.e95565b7fcb68p+2
773,773,0x1.50c6fa2be686ap+0,0x1.e4d76307d9594p+2
774,774,0x1.8b2cdde731628p+0,0x1.e4d97720b4a99p+2
775,775,0x1.cc6a72f0223c7p+0,0x1.e6c05f9d68762p+2
776,776,0x1.0b2a2a54f6dbep+1,0x1.e4bf988d84142p+2
777,777,0x1.23e3839ef7e70p+1,0x1.e9b3385d86d89p+2
778,778,0x1.5550968a98a8bp+1,0x1.e3ed5a8a7fec9p+2
779,779,0x1.61d10d8ee1f44p+1,0x1.e61cd2af117e8p+2
780,780,0x1.854ff04d5637cp+1,0x1.e7b6950bd194ep+2
781,781,0x1.b4c3ad166ecb6p+1,0x1.e8e08f6ed3824p+2
782,782,0x1.f4d9a17d11eefp+1,0x1.e7685cf77fb2cp+2
783,783,0x1.01f3435f727eep+2,0x1.ea279f0f67054p+2
784,784,0x1.1d8fefad25f13p+2,0x1.e442ae435fbddp+2
785,785,0x1.3968cab4f73cdp+2,0x1.e5205b7b29b56p+2
786,786,0x1.598dfc790b974p+2,0x1.ea85099315d01p+2
787,787,0x1.7268253df6f93p+2,0x1.e48ebfd20550cp+2
788,788,0x1.7cffbf3ed2212p+2,0x1.e49c2627d77f8p+2
789,789,0x1.abe407ec418d3p+2,0x1.e4c173b5b9d72p+2
790,790,0x1.b329f8cd6b174p+2,0x1.e8b3f263114c1p+2
791,791,0x1.e803cc65932d8p+2,0x1.ea17155fff403p+2
792,792,0x1.f52b944d07ec6p+2,0x1.e6bc165066ea4p+2
793,793,0x1.0ce16775dc33fp+3,0x1.e69d792906da2p+2
794,794,0x1.1b052c529911fp+3,0x1.ea2f46b977f8fp+2
795,795,0x1.2a545cffd4ff5p+3,0x1.e45bc0d21ac3dp+2
796,796,0x1.464fceebcba20p+3,0x1.e713d2fae43b7p+2
797,797,0x1.524e5fe59b433p+3,0x1.e62064996e13fp+2
798,798,0x1.659d76137c560p+3,0x1.e59e2ba8fe605p+2
799,799,0x1.7aa6c0a060c6dp+3,0x1.e8c137d16c02dp+2
800,800,0x1.855d472a4d578p-9,0x1.ee71de3b44198p+2
801,801,0x1.77ab2a0ad8131p-7,0x1.ec60751e0f5b6p+2
802,802,0x1.0fba57bbb9ab9p-5,0x1.f22a877ba2e4ep+2
803,803,0x1.5fd08d60de4dfp-4,0x1.f09e38103d964p+2
804,804,0x1.3088112f3f9c7p-3,0x1.efdd6d7a8ac87p+2
805,805,0x1.90e98435b9216p-3,0x1.f1e09034351f9p+2
806,806,0x1.2a03d0c4eefdap-2,0x1.efe496648f96bp+2
807,807,0x1.c6ebefafc8b09p-2,0x1.ee6e9975ad077p+2
808,808,0x1.2fc7a62d66abep-1,0x1.eeb1e80646782p+2
809,809,0x1.46bff18ca00c0p-1,0x1.ef4f4aa8c34efp+2
810,810,0x1.ba38a86822930p-1,0x1.ef35afc45877fp+2
811,811,0x1.001709edbfe3fp+0,0x1.ed8581e20463ap+2
812,812,0x1.2dfb111d934d9p+0,0x1.f16cc35c3f6edp+2
813,813,0x1.604f257184e19p+0,0x1.ed132a8a4354cp+2
814,814,0x1.88cee8d0e855ep+0,0x1.efc86db6de12dp+2
815,815,0x1.d92ad5685a0dep+0,0x1.edf0493e730b1p+2
816,816,0x1.f8b33036ec58ap+0,0x1.f22a070913876p+2
817,817,0x1.2f130b6ab5ddcp+1,0x1.ee664f4db91d9p+2
818,818,0x1.40de90f95997ap+1,0x1.f11cd2e1d76f7p+2
819,819,0x1.714ea3b14f16ap+1,0x1.ef2c9294af0c5p+2
820,820,0x1.8baaafc1d75e2p+1,0x1.f1e003ccb86f4p+2
821,821,0x1.ba9fb6a703084p+1,0x1.eec157f53959dp+2
822,822,0x1.e8771e412daabp+1,0x1.ee83abc866d92p+2
823,823,0x1.08ef81c81bfd1p+2,0x1.ee2606b3477afp+2
824,824,0x1.1a27ab1a9a9fep+2,0x1.edc79ded96a0ep+2
825,825,0x1.33c8376130acep+2,0x1.ef2bb73085c6bp+2
826,826,0x1.57e3dd1872826p+2,0x1.f159c9c8e9a60p+2
827,827,0x1.716b50e1c99fap+2,0x1.efbc1907d8778p+2
828,828,0x1.8ebf5038a4e12p+2,0x1.f2156d4507f13p+2
829,829,0x1.9b2a1eeee07efp+2,0x1.f01241f7c9832p+2
830,830,0x1.b42b8cf552114p+2,0x1.ef3c5443e64ebp+2
831,831,0x1.e42490cedf31dp+2,0x1.ee66834fc3a3bp+2
832,832,0x1.f019980d85424p+2,0x1.f01943d34f998p+2
833,833,0x1.0bb4880bbb748p+3,0x1.eda4441bebc04p+2
834,834,0x1.234066073d3d5p+3,0x1.ec5ef31585e05p+2
835,835,0x1.307de053fae2ap+3,0x1.edeed23e59d8fp+2
836,836,0x1.3ae28de89500bp+3,0x1.f1ed50f3ad3b6p+2
837,837,0x1.522caae3ce5d0p+3,0x1.ee12bcfaa9ffcp+2
838,838,0x1.5e98b5873e76ep+3,0x1.eeb1eaef59771p+2
839,839,0x1.7667c73cdd033p+3,0x1.ecbd8d32e4347p+2
840,840,0x1.2d7d3de9e284ap-8,0x1.f467276049050p+2
841,841,0x1.98b7e9e3cef66p-6,0x1.f53aaf3130667p+2
842,842,0x1.e880d71426921p-5,0x1.f7341b7c8c688p+2
843,843,0x1.45ee9468e4a3cp-4,0x1.f739f4046ee7ap+2
844,844,0x1.275253fbec768p-3,0x1.f3df4342d5e1ep+2
845,845,0x1.aa5e3aad7ff66p-3,0x1.f527f627eac52p+2
846,846,0x1.3dd1e128519b2p-2,0x1.f3c56074199a5p+2
847,847,0x1.abefea884a162p-2,0x1.f81621a7f4e2dp+2
848,848,0x1.f8f0e5b289843p-2,0x1.f595a34ccc483p+2
849,849,0x1.4bc893bb6ca85p-1,0x1.f77557d35a14dp+2
850,850,0x1.b17cdef41a613p-1,0x1.f4c1ea864e553p+2
851,851,0x1.e96d829289fcap-1,0x1.f60214ad58030p+2
852,852,0x1.3ce364f572c0ep+0,0x1.f61b71d0ce2afp+2
853,853,0x1.4d21254ff7186p+0,0x1.f74d8a98b8751p+2
854,854,0x1.949f7d824d14cp+0,0x1.f81f29d1928d2p+2
855,855,0x1.c392558cddf0ep+0,0x1.f7d1a2158ba64p+2
856,856,0x1.00c4b2b4d7c51p+1,0x1.f52b0e20c7532p+2
857,857,0x1.2fbdfb3d8c904p+1,0x1.f62a520bfbd9fp+2
858,858,0x1.532f7f51cc3aap+1,0x1.f690da2c9f3eap+2
859,859,0x1.75586765a92f6p+1,0x1.f76d679750448p+2
860,860,0x1.a0f1a46847250p+1,0x1.f3a5a1d1ffcf6p+2
861,861,0x1.add31253c7534p+1,0x1.f52e35da91981p+2
862,862,0x1.eb87f176190f8p+1,0x1.f68833ee9d04cp+2
863,863,0x1.060d3d331bbbap+2,0x1.f4fe8a96ecb89p+2
864,864,0x1.224c2c18c0882p+2,0x1.f7c7ce0f08c03p+2
865,865,0x1.35734dfeb10a0p+2,0x1.f569b84db9b8ap+2
866,866,0x1.52c0151523b6fp+2,0x1.f4d5c8740f989p+2
867,867,0x1.6fd18f751f86ep+2,0x1.f4c3e0174605fp+2
868,868,0x1.87c8d40c92b4fp+2,0x1.f7a14925fbb65p+2
869,869,0x1.992892e9281c0p+2,0x1.f61336691a2e7p+2
870,870,0x1.b62d6786e2f8dp+2,0x1.f74442c7d5386p+2
871,871,0x1.d92757c29922ap+2,0x1.f81f80735bcc4p+2
872,872,0x1.fc41704bbf43ap+2,0x1.f6d0e235f7d41p+2
873,873,0x1.1350008560f10p+3,0x1.f553987a475a5p+2
874,874,0x1.21a795f0affb1p+3,0x1.f3a68eeeddbfcp+2
875,875,0x1.32b03c55130dap+3,0x1.f424abbdbff8ep+2
876,876,0x1.469ac59257677p+3,0x1.f6c5434519460p+2
877,877,0x1.5645c2ad31ca1p+3,0x1.f59091db6d5e2p+2
878,878,0x1.691e70e4aefaap+3,0x1.f463b0a3cc284p+2
879,879,0x1.6fd01c301da31p+3,0x1.f47bd0259de7cp+2
880,880,0x1.6f17068e24f35p-9,0x1.fc607069af513p+2
881,881,0x1.49dc9b8979699p-6,0x1.fae25b4a9993dp+2
882,882,0x1.656ab9adc1aeap-5,0x1.fa504f393e12ep+2
883,883,0x1.a0297ab8fcb1cp-4,0x1.fa29ae3b3d39ap+2
884,884,0x1.4dba6f0cc1e31p-3,0x1.fb056984df5cep+2
885,885,0x1.914b288766d19p-3,0x1.fad7c9ecff9fbp+2
886,886,0x1.642f33019bb7ap-2,0x1.f92b9109bd6f1p+2
887,887,0x1.a991af0312b27p-2,0x1.f993aeec2889ep+2
888,888,0x1.1886a2d77dbc9p-1,0x1.fb378ca714760p+2
889,889,0x1.43c63224e7c24p-1,0x1.fa71b42d78f89p+2
890,890,0x1.9a13336452de6p-1,0x1.f96f1935e62e1p+2
891,891,0x1.0d8f08e55f5cap+0,0x1.fa00c4b9219a4p+2
892,892,0x1.1d12373f1cae1p+0,0x1.fb51ca7b24fb6p+2
893,893,0x1.50c18e31e3faap+0,0x1.fc3f7061e605cp+2
894,894,0x1.85e320d48634ap+0,0x1.fc4b032206273p+2
895,895,0x1.b8dfd4b21fe85p+0,0x1.fa953be230085p+2
896,896,0x1.01c0a4ba7db16p+1,0x1.fa8268b207b4fp+2
897,897,0x1.20d362844a286p+1,0x1.f9533b669b326p+2
898,898,0x1.490e7d7e7d80bp+1,0x1.fc426c4665cbcp+2
899,899,0x1.793dc4f197d02p+1,0x1.fb731024231f2p+2
900,900,0x1.a2d26ce4d7ba7p+1,0x1.fa3bfcc0b1394p+2
901,901,0x1.c127c1772232cp+1,0x1.fa2eb4eedb075p+2
902,902,0x1.dccd0aadc80ccp+1,0x1.fa63d814e3fa3p+2
903,903,0x1.0699e4d73ff92p+2,0x1.f97adbb0f7f5cp+2
904,904,0x1.1fccdb5b12004p+2,0x1.f9b12e9f35fa3p+2
905,905,0x1.35abe26cfba51p+2,0x1.fb266e3b2f1c3p+2
906,906,0x1.5b4f9120abc8bp+2,0x1.faa63795e5909p+2
907,907,0x1.6715b6f16e8ccp+2,0x1.fc06621c24ebdp+2
908,908,0x1.8c4eb1483f0b4p+2,0x1.f94565e9b4051p+2
909,909,0x1.a29f8decb6036p+2,0x1.f9fe7ad97c640p+2
910,910,0x1.c63393fbd18aap+2,0x1.faa3ae299de3ep+2
911,911,0x1.d1b01d3ead557p+2,0x1.fafe66f7523f9p+2
912,912,0x1.f0bf7a5c4ae15p+2,0x1.fbe421f1fc099p+2
913,913,0x1.0bb322c1e8991p+3,0x1.fb19164c69efap+2
914,914,0x1.1b4cdafc52d49p+3,0x1.fab1bb688676cp+2
915,915,0x1.2943347fd06b1p+3,0x1.f95f4f2997216p+2
916,916,0x1.3ad02990bc5acp+3,0x1.fa367f307966dp+2
917,917,0x1.5085ce85eac58p+3,0x1.fb8a8881d165bp+2
918,918,0x1.5e20b3f87a61dp+3,0x1.fae7a7a9f3463p+2
919,919,0x1.788687edf7078p+3,0x1.fa825d6c1c4a1p+2
920,920,0x1.908e8f87a4b8fp-10,0x1.fdc2492555a26p+2
921,921,0x1.0919c73c74086p-6,0x1.fd7374b09fdadp+2
922,922,0x1.27e07c1433734p-5,0x1.fe6ce7a8bb232p+2
923,923,0x1.880efaec9498dp-4,0x1.fdeeca9a1e369p+2
924,924,0x1.0a3e18a1986ffp-3,0x1.fe2ec578118a8p+2
925,925,0x1.b6e69e0168db9p-3,0x1.fdceddcb60535p+2
926,926,0x1.24237eb43e94ap-2,0x1.feb59ee69ecffp+2
927,927,0x1.9e30bed488386p-2,0x1.fd62bc369fc51p+2
928,928,0x1.1700e39a6090dp-1,0x1.fee6970a759ffp+2
929,929,0x1.543f14a41ca68p-1,0x1.fef3bd15372dfp+2
930,930,0x1.bc313d7dcd111p-1,0x1.fea4548703c52p+2
931,931,0x1.02528972452aep+0,0x1.fd456eae79229p+2
932,932,0x1.3ed96285b09f7p+0,0x1.fef04e55cbfc5p+2
933,933,0x1.6f6e44f36b16ap+0,0x1.fe574fe1a8764p+2
934,934,0x1.8b7081cd7a26bp+0,0x1.fddc75812f1c1p+2
935,935,0x1.d18590a703ae6p+0,0x1.fe9c16d64e8afp+2
936,936,0x1.ffc55ac0ca6bbp+0,0x1.febe955d7cba1p+2
937,937,0x1.2e71915542c10p+1,0x1.fdf5afa00fd65p+2
938,938,0x1.4e9b4e92542e7p+1,0x1.fd7a1253e23ddp+2
939,939,0x1.73adae90d10c6p+1,0x1.fdd2badb2edf9p+2
940,940,0x1.99c92aed77abfp+1,0x1.fecc4fdc4672dp+2
941,941,0x1.b2176749df786p+1,0x1.fd135032a2e68p+2
942,942,0x1.e9d2aefd11d98p+1,0x1.fe853a2721e7dp+2
943,943,0x1.0afef2d40174cp+2,0x1.fe0d752ef0720p+2
944,944,0x1.1c86996efc290p+2,0x1.fde3354988356p+2
945,945,0x1.37ce4931709a2p+2,0x1.ff01c04f86051p+2
946,946,0x1.4991afb4a4445p+2,0x1.fd6b1b176c69dp+2
947,947,0x1.6fbafa969b863p+2,0x1.fdd6234fde6e7p+2
948,948,0x1.8bf0a9b091120p+2,0x1.fe1cfc61b0a2ep+2
949,949,0x1.9d018fdc711a5p+2,0x1.fedde3db455dbp+2
950,950,0x1.c4c8b8e3abaf6p+2,0x1.fee0b34b4acc1p+2
951,951,0x1.e69a346e9fca8p+2,0x1.fee7813d2afd6p+2
952,952,0x1.feacbda598878p+2,0x1.fe9614f4e1501p+2
953,953,0x1.0cb96fb691774p+3,0x1.fd575599df9a9p+2
954,954,0x1.18080de93d6cbp+3,0x1.fed7d2b378fa9p+2
955,955,0x1.3279fcd60c685p+3,0x1.fdd2c0920bab2p+2
956,956,0x1.3ef6dff88e17ap+3,0x1.fe6b689d5bc02p+2
957,957,0x1.4da033cf2c383p+3,0x1.fe6dc33ffe2e5p+2
958,958,0x1.5e293f43e2813p+3,0x1.febe6205b87e2p+2
959,959,0x1.764bc22a3ae13p+3,0x1.fe4b2fa88c80fp+2
960,960,0x1.1bd89c90a5764p-9,0x1.ffedd9b52b0b1p+2
961,961,0x1.15454995351afp-6,0x1.ffd703373369dp+2
962,962,0x1.e3a05d5e15403p-5,0x1.ffb68b090b7dcp+2
963,963,0x1.a59032a76523dp-4,0x1.ffbe972ccb102p+2
964,964,0x1.44c874ba8a9a3p-3,0x1.fff43e65603cep+2
965,965,0x1.a80441c42607dp-3,0x1.ffca45aa82e6dp+2
966,966,0x1.690d66a3baca3p-2,0x1.ffec549d5817ap+2
967,967,0x1.d8e7111188719p-2,0x1.ff609e5e6f182p+2
968,968,0x1.2859ff7027802p-1,0x1.ff76e5cba8032p+2
969,969,0x1.643ed89506056p-1,0x1.ff7441ceb2b91p+2
970,970,0x1.b8483969370afp-1,0x1.ffc80803033c9p+2
971,971,0x1.053e1176dfe17p+0,0x1.ff98275f9f70ep+2
972,972,0x1.347aea3031a7dp+0,0x1.ffa35f27e2dfbp+2
973,973,0x1.6cdf2262b89a3p+0,0x1.ffe46d524fdf7p+2
974,974,0x1.7e80d7553b5d0p+0,0x1.ffe097d4fbb6fp+2
975,975,0x1.d08c228f3100cp+0,0x1.ffe6c60c7f8abp+2
976,976,0x1.0e264fe084e1ep+1,0x1.fff7e63960745p+2
977,977,0x1.20cc95428eb17p+1,0x1.fff650b4ad6f7p+2
978,978,0x1.4f9b3ba733a5ep+1,0x1.ffb7b8f8a99dep+2
979,979,0x1.7696cf2b87b82p+1,0x1.ff74c158536b6p+2
980,980,0x1.856fc5af880a1p+1,0x1.ffaa22e095266p+2
981,981,0x1.b446382c6982ep+1,0x1.ff7229d40d9f7p+2
982,982,0x1.e2a24384e6579p+1,0x1.ffe2630df2db9p+2
983,983,0x1.0fe14501fe58fp+2,0x1.ffa61cbc4f17ap+2
984,984,0x1.17e17f5027409p+2,0x1.fff2b1c057360p+2
985,985,0x1.3768edc1d3b2bp+2,0x1.fff63e8692a49p+2
986,986,0x1.4e61f444c21c7p+2,0x1.fffae4d0a6a77p+2
987,987,0x1.759f828ef0b4fp+2,0x1.ff58432606852p+2
988,988,0x1.884ef9a853dc3p+2,0x1.ff755ac29962ap+2
989,989,0x1.99862c7fc2a52p+2,0x1.ffdff06290dfap+2
990,990,0x1.bce13dbcab00fp+2,0x1.ffda6f4ef2b38p+2
991,991,0x1.de78f2ec05cc0p+2,0x1.ff7f4eb8ae671p+2
992,992,0x1.f8f98ca0cc246p+2,0x1.ff780e5862977p+2
993,993,0x1.0b13b93e6489cp+3,0x1.ffea4ab90dc93p+2
994,994,0x1.18d6eea5c0324p+3,0x1.ffb99bfd54d18p+2
995,995,0x1.2af3f2234b995p+3,0x1.fff40415e7ed0p+2
996,996,0x1.3a2b0d5d62eebp+3,0x1.ffc423b91ab4ap+2
997,997,0x1.56a6579bd94fep+3,0x1.ffc776acc4cc6p+2
998,998,0x1.60ad20b7742bap+3,0x1.fff3f7d06f65dp+2
999,999,0x1.7a32d9141d0b2p+3,0x1.ffd8331454d28p+2
